SkuID,UnitLength,UnitWidth,UnitHeight,UnitWeight,CaseQuantity,CaseLength,CaseWidth,CaseHeight,CaseWeight,,
"76,730RUB",153.7,119.4,1.3,7257,1,153.7,119.4,1.3,7257,,
"8,248RUB",33.1,27.5,8.2,490,4,30.3,30.3,36.4,2658,,
"85,824RUB",41.7,33.3,27.5,1814,4,46.5,38.1,80.6,8641,,
"85,827RUB",41.7,33.3,27.7,1247,4,38.1,47,81.3,5443,,
"91,001RUB",47.8,25.4,3.9,181,10,49.8,39.4,27.2,2585,,
"91,060RUB",34.3,33.3,7.9,544,10,60,44.5,37.9,6418,,
"94,600RUB",45.5,38.1,36.9,4808,1,45.5,38.1,36.9,4808,,
"94,610RUB",45.8,34.1,26.7,3266,1,45.8,34.1,26.7,3266,,
"96,050RUB",34.1,28.8,9.7,794,4,50.3,36.4,20.9,4014,,
"96,060RUB",62.3,29.3,7.7,1828,4,63.5,29.5,30.5,7974,,
"96,061RUB",67.4,30.5,10.2,2268,4,68.6,40.7,30.5,9072,,
"96,400RUB",44.2,34.3,10.2,2350,3,45,31.3,35.6,7693,,
"96,600RUB",24.2,18.6,26.7,998,4,29.8,50.1,20.6,4400,,
"97,600RUB",37.4,43,50.6,5534,1,37.4,43,50.6,5534,,
"98,600RUB",35.1,38.4,48.1,3425,1,35.1,38.4,48.1,3425,,
AAG47294,15.8,15.5,4.4,408,3,16.3,14,17.3,1497,,
AAG47342,30.3,30.5,6.1,1320,6,29.8,29.3,33.1,7575,,
AAG47344,21.9,15,3.9,522,6,35.1,20.6,25.2,3674,,
AAG47346,26.2,20.6,4.9,671,6,28.8,22.4,29,4427,,
AAG47348,34.8,30.5,6.4,1579,3,37.6,30,28.5,8124,,
AAG47358,35.6,29.8,8.2,1483,6,45.8,33.4,38.8,12814,,
AAG47386,17.1,9.4,0.3,45,24,19.4,11.7,11.5,1497,,
AAG47388,21.6,14,0.3,91,24,23.7,16.1,11.5,2858,,
AAG47392,28,21.6,0.6,181,24,30,23.7,16.6,5035,,
AAG47394,17.1,9.4,0.3,45,24,19.4,11.7,15.3,1588,,
AAG47404,21.6,14,0.3,91,24,22.9,15.3,10.2,3039,,
AAG47406,28,21.6,0.3,181,24,30,23.7,15.3,4944,,
AAG47728,21.4,14,1.1,136,24,22.4,15.3,7.7,1814,,
AAG47730,27.5,21.1,0.8,136,24,29,23.2,7.9,2722,,
AAG47734,21.1,13.5,0.8,91,24,23.2,17.8,15.3,4082,,
AAG47736,28,21.9,0.6,318,24,29.3,22.9,17.8,4990,,
AAG47740,28,21.6,2.1,635,12,29.5,24.4,22.9,9072,,
AAG47741,21.6,14.3,4.1,1043,12,29.3,24.9,22.7,14197,,
AAG70-005-05,15.8,8.7,1.8,104,84,39.4,21.1,19.6,4990,,
AAG70-008-05,16.1,9.2,1.6,91,36,28,21,18.5,4990,,
AAG70-008P-05,15.8,11.5,1.8,118,24,25.4,25.4,25.4,4672,,
AAG70-035-05,11.5,7.2,1.8,27,24,15.8,11.5,14,1179,,
AAG70-045-05,16.6,9.1,1,73,84,39.4,21.3,19.6,6133,,
AAG70-064-05,16.7,9.6,1.3,100,36,27,21.9,19.8,3656,,
AAG70-075-05,19.9,13.3,1.1,100,72,33.1,29.5,22.9,8165,,
AAG70-100-05-05,20.9,14,0.8,181,12,16.6,15.3,23.2,2585,,
AAG70-100P-05,21.6,15.3,1.4,318,24,35.3,23.4,23.5,7711,,
AAG70-1110-05,16.8,8.2,1.1,45,96,38.1,36.9,14,11567,,
AAG70-1111-05,12.7,7.7,1.1,45,144,55.4,26.2,14.8,9208,,
AAG70-120-05-05,23.2,18.6,1.3,181,48,40.2,27.2,25.4,9843,,
AAG70-120-50,21.9,18.3,0.6,132,48,40.7,27,24.9,8255,,
AAG70-121-05,15.8,10.7,1.3,50,96,46.4,24.8,18.6,7824,,
AAG70-124-38,22.1,18.3,0.8,132,48,40.7,27,25.4,7208,,
AAG70-128-05,16.1,10.5,2.8,104,48,38.1,23.4,19.1,5897,,
AAG70-212-75,29,25.4,4.1,907,6,28.5,26,30.5,5987,,
AAG70-236-05,29.4,26.2,2.6,680,12,42.6,28.6,32.4,8528,,
AAG70-260-05-05,28.8,24.2,0.6,227,36,25.4,24.4,31.3,8255,,
AAG70-296-05,30,27.5,2.8,885,12,42.5,28,31,11204,,
AAG70-543-05,15.5,9.4,1.6,91,72,35,31.3,18.9,9358,,
AAG70-650-05,21.6,17.8,1.1,213,24,26,20.9,31,5552,,
AAG70-655-05,22.1,19.6,2.1,417,6,24.9,20.4,13.5,2617,,
AAG70-658-10,21.9,17.6,1.6,200,12,24.4,21.4,17.1,2726,,
AAG70-800-05-05,21.1,14.5,2.1,272,24,30,29.8,23.2,7484,,
AAG70-800-20,21.2,14.7,2.3,313,24,30,29.9,23.4,7484,,
AAG70-800-50,20.1,14,2.3,236,36,30,30,23.2,9072,,
AAG70-822-05,29,21.9,2.8,508,10,40.7,24.2,31.5,10950,,
AAG70-855-05,22.1,17.8,1.1,200,36,46.8,21.6,25.4,9979,,
AAG70-904-10,17.1,10.2,1.8,91,6,17.3,10,5.4,340,,
AAG70-905-20,15.8,8.2,1.3,45,84,34.3,24.2,19.6,4082,,
AAG70-909-10,29.8,22.9,0.6,454,12,32.3,25.7,11.2,5216,,
AAG70-923-75,28,25.4,0.3,45,24,31.3,20.5,26.4,5103,,
AAG70-923-76,29,25.2,0.8,91,24,31,26.7,20.6,2722,,
AAG70-940-13,29.1,22.6,1.3,426,12,24.3,15.9,31.2,5216,,
AAG70-940-38,27.5,22.1,1.1,313,24,31.3,24.2,30.5,8033,,
AAG70-950-05-05,28.8,22.4,1.3,408,12,23.7,16.8,30.8,5307,,
AAG70-950-20,27.5,21.9,1.6,304,12,30.5,23.2,17.3,3851,,
AAG70-950-50,27.5,21.9,2.1,304,12,31,23.4,16.8,3815,,
AAG70-957-05,28.5,22.1,1.3,862,12,30.5,23.7,16.8,4536,,
AAG70-CP01-05,25.2,20.6,1.3,340,24,26.2,23.2,23.2,6350,,
AAG70-CP02-05,20.4,13.5,0.8,109,24,22.4,15.3,21.9,3629,,
AAG70-EP05-05,23.4,19.1,1.8,794,24,42,22.1,26.7,13608,,
AAG70-MT09-25,25.2,21.6,1.3,181,3,27.5,23.4,7.4,1814,,
AAG75-300-05,24.7,18.3,3.9,454,3,19.1,10.2,25.7,1814,,
AAG76-03-05,15.5,10.2,1.6,64,36,24.4,23.1,18.2,3801,,
AAG76-06-05,27.7,22.1,1.3,204,12,30.5,25.4,9.7,4536,,
AAG77-060-05,23.2,16.1,2.8,386,3,24.9,18.8,13.3,1324,,
AAG77-075-05,23.2,15.8,4.4,431,3,13.8,19.1,24.7,1905,,
AAG77-120-05,24.7,19.9,4.6,544,3,27.2,22.7,13.3,1805,,
AAG77-260-05,31.5,27,5.1,367,3,33.3,28.2,15.8,2558,,
AAG77-865-05,26,19.6,4.4,612,3,27,22.7,13.8,2023,,
AAG77-950-05,31.8,25.2,4.6,930,3,33.6,28.5,15,3071,,
AAG80-006-05,8.9,7.2,1.6,23,192,41.5,16.7,24.5,6114,,
AAG80-011-05,20.1,13.8,1.1,95,72,32.4,29.9,23.1,10124,,
AAG80-135-05,15.5,10.7,2.1,64,48,31.8,23.7,18.9,4962,,
AAG80-201-05,15.5,10.5,1.3,77,48,31.8,23.7,18.9,5670,,
AAG80-310-05,29.3,24.2,2.6,821,12,36.4,30.7,26.2,11226,,
AAG8058005,27.5,21.1,3.6,227,36,36.4,30.7,26.2,11059,,
AAG86-710-05,15,10.2,1.8,91,36,31.3,24.6,17.8,4590,,
AAG86-715-05,20.4,13.3,2.1,163,36,30.1,29.9,23.4,7312,,
AAGC56-05,21.6,9.7,0.6,36,48,21,21,22.9,2722,,
AAGDMW40228,59.7,39.4,0.3,363,6,60,42,6.1,2268,,
AAGDMW50028,56.7,39.4,2.6,318,12,60,42,6.1,4082,,
AAGDMW50228,59.7,39.4,0.3,363,6,60,42,6.1,2268,,
AAGDMW50428,56.7,39.4,2.6,318,12,60,42,6.1,4082,,
AAGE017-50,15.3,8.9,2.9,304,24,31.6,10.4,37,7257,,
AAGE17-00,20.9,19.4,2.8,132,50,66.1,39.4,22.9,7847,,
AAGE19-00,18.3,12,2.6,64,50,26.7,33.1,21.9,2268,,
AAGE21-00,25.7,23.7,3.4,191,25,48.3,40.7,26.7,5665,,
AAGE210-50,20.4,11.5,2.6,295,40,47,42,14,12986,,
AAGE403-16,21.4,13.8,0.8,86,24,48.6,29.5,6.7,3629,,
AAGE405-16,27.2,21.1,0.8,186,12,48.6,29.8,6.4,4082,,
AAGE417-50,15.8,9.6,3.4,340,12,32.9,20.5,12.3,4264,,
AAGE445-16,28,21.6,0.3,91,12,48.3,29.3,5.8,3629,,
AAGE458-50,20.5,12.9,2.6,472,24,41.7,8.5,52.8,11340,,
AAGE465-16,28,21.6,0.4,181,12,48.3,29.3,5.8,3629,,
AAGE467-16,43.2,28,0.4,454,6,48.3,29.3,5.8,2722,,
AAGE485-16,27.2,21.4,0.8,186,12,48.6,29.5,6.7,4082,,
AAGE58-00,23.7,15,4.1,113,50,76.9,35.6,26.4,9934,,
AAGE712-50-05,18.6,12,3.1,499,20,23.7,17.3,38.9,10206,,
AAGE717-50-05,15.3,8.9,2.6,227,50,31.8,13.5,46,12292,,
AAGE717R-50,15.3,8.9,2.6,254,24,31,8.6,37.2,6123,,
AAGE717T-50,15.3,9.6,2.9,299,6,18,10.5,17.5,1814,,
AAGE917-50,15.8,9.6,3.4,340,12,18.9,10.4,31.2,3856,,
AAGG1000-17,31.8,30.5,0.6,109,12,32.6,34.3,6.7,2268,,
AAGG1018-17,43.2,43.2,0.6,245,12,46.5,45.8,6.4,2581,,
AAGG200-00,20.1,13.5,1.3,86,48,30,26.5,23.2,5674,,
AAGG200-14,20.1,13.5,1.6,86,48,30.3,26.7,23.2,5674,,
AAGG202-00,16.3,13.1,2.1,200,36,43.1,26.2,19.4,6917,,
AAGG210-00,20.1,13.3,2.6,104,48,30.5,33.3,23.4,9979,,
AAGG235-00,16.6,10.8,1.3,132,48,29.9,23.4,18.9,6359,,
AAGG235-53,15.3,9.7,1.1,45,145,37.7,23.7,34,13608,,
AAGG250-00,15.3,10.7,0.8,59,48,30.5,22.9,18.5,4082,,
AAGG262-00,23.4,19.6,2,626,12,35.1,21.2,26.4,7824,,
AAGG262-50,23.4,19.6,1.1,272,50,40.7,40.7,24.7,14016,,
AAGG450-00,16.3,10.8,1,68,48,23.7,18.6,18.6,3148,,
AAGG470-00,31,21.6,0.8,82,48,32.3,26,23.4,5534,,
AAGG470-14,31.3,21.6,0.6,95,48,32.6,25.7,23.2,5566,,
AAGG520-00,27,21.4,0.8,218,48,47,26.7,30.5,11689,,
AAGG545-00,22.7,19.6,1.8,431,12,34.1,26.2,21.1,5820,,
AAGG545-50,21.6,19.4,0.8,236,25,32.6,23.7,21.1,6269,,
AAGG545-70,21.4,16.3,0.6,45,250,37.6,23.7,33.8,16601,,
AAGG547-50,22.1,17.6,0.8,109,100,38.1,23.4,34.1,11340,,
AAGG560-00,28,22.4,2.3,567,12,45.8,24.9,30.5,9398,,
AAGG561-00,28.5,21.9,3.4,767,15,45.3,24.9,30.5,11657,,
AAGG561-50,28,21.6,2.1,553,20,35.1,24.2,30.5,11512,,
AAGG590-00,21.9,18.6,1.1,154,48,24.4,20.6,13.8,1814,,
AAGG595-00,21.6,20.9,1.1,177,36,40.7,24.4,25.4,5942,,
AAGGG2500-00,55.9,43.2,0.3,308,12,45.8,58,5.1,3933,,
AAGGG545-50,22.7,17.3,1.3,231,50,38.1,24.2,34.1,12279,,
AAGH212-50,18.8,11.5,3.1,499,20,46.8,19.9,18.8,10954,,
AAGJ17-00,27.5,21.4,6.7,431,12,43.7,41.7,29,6101,,
AAGK1-00,22.9,16.8,2.6,454,12,36.1,25.7,18.1,6146,,
AAGK4-50,20.9,20.4,1.6,794,20,42,23.2,28.5,16896,,
AAGPM11-28,68.6,30.5,0.6,272,12,6.4,33.8,70.2,4060,,
AAGPM12-28,63.5,7.7,7.7,227,12,64.8,32.3,24.7,2722,,
AAGPM1252-28,21,14,1.2,191,12,15.8,13.4,24.7,2268,,
AAGPM14-28,60,31,0.3,340,12,71.2,33.3,6.4,4536,,
AAGPM200-28,63.3,7.7,7.7,249,6,18.1,24.4,65.6,2132,,
AAGPM210-28,63.8,7.7,7.7,318,6,64.1,24.4,17.3,2268,,
AAGPM212-28,63,7.7,7.4,204,12,24.9,33.3,64.3,3107,,
AAGPM220-28,64.1,7.7,7.7,363,6,65.6,24.4,16.8,2177,,
AAGPM239-28,63.8,7.7,7.7,272,6,24.7,17.6,65.8,2245,,
AAGPM250-28,63.3,7.7,7.7,295,6,17.3,24.7,65.6,2223,,
AAGPM26-28,63.3,7.9,7.9,272,6,17.8,24.7,65.6,2155,,
AAGPM28-28,63.3,7.7,7.7,272,6,17.1,24.7,65.6,2177,,
AAGPM333-28,82.6,9.4,8.2,567,6,85.1,29.5,21.1,4536,,
AAGPM50-28,28,20.9,0.3,91,12,32.1,22.9,6.1,1134,,
AAGPM54-28,58.5,39.7,0.3,227,12,60.2,42.2,6.4,3629,,
AAGPM6-28,58.5,39.4,0.8,340,12,60,42.7,6.7,4536,,
AAGPM664-28,8.9,8.9,9.4,907,6,84.6,29.8,20.4,1814,,
AAGPM9-28,63.3,7.7,7.7,363,12,24.9,32.3,64.1,5126,,
AAGPMLM02-28,43.2,30.5,0.3,91,6,45.8,33.8,6.4,907,,
AAGPMLM03-28,58.5,38.4,3.1,386,6,60.2,42.5,5.6,2812,,
AAGQNC15-10,21.4,14.3,1.1,159,12,22.9,15.3,11.5,3175,,
AAGS170-50,15.1,8.9,3.1,304,24,31.6,10.4,37,7257,,
AAGSD370-13,15,8.7,2.6,181,36,32.8,29,17.1,8573,,
AAGSD377-13,31.5,20.1,3.6,1406,12,41.7,21.9,33.3,17463,,
AAGSD385-13,17.1,10.5,2.8,318,36,35.4,35.4,19.4,13789,,
AAGSD880-50,21.9,15.5,3.6,454,36,48.6,29.8,23.4,17894,,
AAGSD907-13,22.7,15.5,2.6,612,18,31.8,24.9,24.4,11521,,
AAGSD910-13,24.4,19.6,3.4,1066,12,39.2,21.1,26.5,13245,,
AAGSK1170-00,55.9,43.2,0.8,386,12,56.9,47.3,5.6,5352,,
AAGSK1171-50,55.2,43.2,0.6,408,24,57.7,45.5,5.6,5942,,
AAGSK2-00,30.5,20.4,0.3,136,48,32.6,22.9,17.1,6668,,
AAGSK22-50,42.9,54.8,0.4,386,24,58.3,46.3,9.1,9956,,
AAGSK24-00-05,43.5,55.2,0.3,408,24,58.2,46,8.9,9934,,
AAGSK2416-00,54.7,42.5,0.8,476,24,58.2,47,11.2,12837,,
AAGSK31-50,47.2,60.7,0.2,277,24,64.5,50.7,10.4,6804,,
AAGSK4-00,30,21.4,1.3,386,48,33.1,26,22.9,12338,,
AAGSK46-00,22.1,13.3,2.8,227,48,42.2,32.1,23.4,14402,,
AAGSK48-00,15.5,9.7,2.1,45,48,22.9,21.9,18.8,4196,,
AAGSK53-00,16.1,9.4,0.8,45,48,22.7,19.9,11,2517,,
AAGSK7-00,29.3,23.4,1.1,68,48,30.8,18.3,26.2,6078,,
AAGSK700-00,55.4,1.8,0.3,318,12,58.5,45.8,5.1,4082,,
AAGSK8400,28,45,0.3,227,12,49.1,29.5,6.1,2767,,
AAGSK907-00,54.7,43,1.3,1157,12,58.7,46,6.7,7598,,
AAL20591-03F,18.8,12.2,2.1,127,0,0,0,0,0,,
AAL20705-17F,17.8,9.4,5.1,113,15,34.3,25.4,28,1701,,
AAL20785-65F,16.1,9.4,3.1,45,0,0,0,0,0,,
AAL31691-30F,81.8,34.3,60.2,13698,1,81.8,34.3,60.2,13698,,
AAL34192-14F,43.2,38.8,21.2,2590,1,43.2,38.8,21.2,2590,,
AAL34192-26F,69.9,31.4,49.6,7412,1,69.9,31.4,49.6,7412,,
AAL34192-42F,68.6,27.2,59.7,10433,1,68.6,27.2,59.7,10433,,
AAL46392-14F,45.8,31,22.9,1814,1,45.8,31,22.9,1814,,
AAL46392-26F,73.7,66.1,31.8,9525,1,73.7,66.1,31.8,9525,,
AAL46392-42F,61,24.2,54.7,8573,1,61,24.2,54.7,8573,,
AAL46392-93F,64.8,39.4,25.4,6804,1,64.8,39.4,25.4,6804,,
ABF9032,29,21.6,1.3,363,12,23.2,30.3,12,4695,,
ABF9661,27.7,21.9,1.3,476,18,44.5,29.5,12.2,8845,,
ABF9711NEON,13.5,11,3.9,340,10,33.8,26.2,9.4,4273,,
ABFAFR10,15.8,8.2,0.3,45,36,17.1,11.5,10,907,,
ABFAFR60,29.3,22.9,0.7,454,12,30.5,24.2,12.7,3629,,
ABFDC2501,14,6.4,0.8,45,50,24.9,15.3,15.3,2722,,
ABFDC3705,18.3,8.4,1.3,91,25,25.4,20.6,10.2,6804,,
ABFDC4705,16.6,10.5,0.8,91,25,24.9,20.1,11.7,2268,,
ABFDC5805,21.1,14,0.8,181,25,25.2,22.7,14.8,5897,,
ABFDC5831,21.4,14,1.1,204,25,25.2,23.2,15.8,5420,,
ABFDC5840,21.6,14.3,1.3,181,25,24.9,22.7,15.3,5443,,
ABFS8714,21.6,19.6,1.1,181,15,22.9,23.2,18.6,3230,,
ABFSC1152,28,14,0.8,136,25,29.3,23.9,17.8,6804,,
ABFSC1152WS,13.4,28,1.3,299,12,14,28.6,16.6,3629,,
ABFSC1154L,27.5,15.5,2.3,399,30,50.8,29.3,19.1,14651,,
ABFSC1155,27.5,13.3,1.3,181,25,29.5,18.1,24.4,6305,,
ABFSC1164D,27.7,13.3,2.8,594,20,39.4,29.3,26.7,11567,,
ABFSC1182,27.5,19.4,1.3,363,30,29.8,24.7,28.5,11476,,
ABFSC1184P,28.8,21.6,1.1,322,30,29.3,28.8,24.7,11793,,
ABFSC5803D,21.6,13,2.3,277,15,28.8,25.4,15.8,5371,,
ABFSC9711D,15,10.2,1.3,45,50,35.6,29,13.5,5284,,
ABFTC1182,28,19.4,0.4,113,25,28.6,21,20.8,9979,,
ABFTC2701,18.5,7.2,1.3,109,25,33.7,20.4,10.2,3629,,
ABFTC3705,18.1,8.4,0.6,136,25,33.1,20.4,9.4,3402,,
ABFTC4705,18.3,10.7,1.3,318,25,33.3,20.6,12.7,13608,,
ABFTC5805,21.6,14,1.3,181,25,32.3,22.9,15.5,5670,,
ACC12990,11.5,7.7,2.9,218,15,26.6,13.5,15.8,2667,,
ACC12992,14,8.9,2.3,227,15,26.6,13.5,15.8,3057,,
ACC12994,14,8.9,2.3,245,15,26.6,13.5,15.8,2708,,
ACC12995,42.9,5.1,2.6,653,20,44.5,27.7,14.4,13063,,
ACC15004,32.4,26.1,0.4,363,50,28,26.1,32.4,7893,,
ACC15006,32.4,26.1,0.4,363,50,28,26.1,32.4,9616,,
ACC15014,32.4,26.1,0.4,363,50,28,26.1,32.4,7893,,
ACC15016,32.4,26.1,0.4,363,50,28,26.1,32.4,9435,,
ACC15024,32.4,26.1,0.4,363,50,28,26.1,32.4,6985,,
ACC15026,32.4,27.4,0.4,363,50,28,27.4,32.4,9299,,
ACC15034,32.4,26.1,0.4,363,50,28,26.1,32.4,7076,,
ACC15036,32.4,26.1,0.4,363,50,28,26.1,32.4,8528,,
ACC15038,32.4,27.4,0.4,363,50,40.4,27.4,32.1,9979,,
ACC15044,32.4,26.1,0.4,363,50,28,26.1,32.4,8618,,
ACC15046,32.4,26.1,0.4,363,50,28,26.1,32.4,8709,,
ACC15048,32.4,27.4,0.4,363,50,40.4,27.4,32.1,10523,,
ACC15054,32.4,26.1,0.4,363,50,28,26.1,32.4,9072,,
ACC15056,32.4,26.1,0.4,363,50,28,26.1,32.4,8618,,
ACC15663,32.4,26.1,0.4,363,50,28,26.1,32.4,7530,,
ACC15665,32.4,26.1,0.4,363,50,28,26.1,32.4,7439,,
ACC15669,32.4,26.1,0.4,363,50,28,26.1,32.4,7439,,
ACC16004,38.1,27.4,0.4,363,50,39.4,27.7,27.4,11340,,
ACC16006,38.1,27.4,0.4,363,50,39.4,27.7,27.4,11703,,
ACC16014,38.1,27.4,0.4,363,50,39.4,28,26.7,9525,,
ACC16016,38.1,27.4,0.4,363,50,39.4,27.7,27.4,11884,,
ACC16024,38.1,27.4,0.4,363,50,39.4,27.7,27.4,8618,,
ACC16026,38.1,27.4,0.4,363,50,39.4,27.7,27.4,10342,,
ACC16034,38.1,27.4,0.4,363,50,39.4,27.7,27.4,8618,,
ACC16036,38.1,27.4,0.4,363,50,39.4,27.7,27.4,10433,,
ACC16038,38.1,27.4,0.4,363,50,41,27.4,39.8,12791,,
ACC16044,38.1,27.4,0.4,363,50,39.4,27.7,27.4,8437,,
ACC16046,38.1,27.4,0.4,363,50,39.4,27.7,27.4,10251,,
ACC16048,38.1,27.4,0.4,363,50,41,27.4,39.8,12882,,
ACC16054,38.1,27.4,0.4,363,50,39.4,27.7,27.4,8618,,
ACC16056,38.1,27.4,0.4,363,50,39.4,27.7,27.4,10251,,
ACC16665,38.1,27.4,0.4,363,50,39.4,28,28,9072,,
ACC16669,38.1,27.4,0.4,363,50,39.4,27.4,28,9253,,
ACC16675,38.1,27.4,0.4,363,50,41,27.4,39.8,10523,,
ACC17021,31.3,22.7,1.1,91,100,40.2,25.7,19.6,11249,,
ACC17022,31.3,22.7,1.1,122,100,40.4,19.7,25.8,11068,,
ACC17023,31.3,22.7,1.1,122,100,40.4,19.7,25.8,11249,,
ACC17025,31.3,22.7,1.1,122,100,39.4,19.1,25.4,10070,,
ACC17028,31.3,22.7,1.1,122,100,40.4,19.7,25.8,11340,,
ACC17041,31.3,22.7,1.1,122,100,40.4,19.7,25.8,11521,,
ACC17042,31.3,22.7,1.1,122,100,40.4,19.7,25.8,11793,,
ACC17048,31.3,22.7,1.1,122,100,40.4,19.7,25.8,12701,,
ACC19021,38.9,22.7,0.6,145,100,45.8,20.4,25.1,13971,,
ACC19022,38.9,22.7,0.6,145,100,45.8,20.4,25.1,13608,,
ACC19028,38.9,22.7,0.6,145,100,45.8,20.4,25.1,13608,,
ACC19041,37.9,22.9,0.3,136,100,25.7,20.6,45.8,17690,,
ACC19928,38.9,22.7,0.6,145,100,45.8,20.4,25.1,13608,,
ACC21143,28,22.9,0.8,136,50,33,27.1,12.5,3402,,
ACC21144,28,22.9,0.8,136,50,33,27.1,12.5,3402,,
ACC21145,28,22.9,0.8,136,50,33,27.1,12.5,3402,,
ACC21146,28,22.9,0.8,136,50,33,27.1,12.5,3402,,
ACC25070,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12247,,
ACC25071,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12247,,
ACC25072,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12428,,
ACC25073,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12247,,
ACC25074,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12247,,
ACC25076,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12247,,
ACC25078,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12247,,
ACC25079,29.3,25.2,0.6,136,100,31.8,22.3,31.8,12247,,
ACC25970,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12066,,
ACC25971,29.3,25.2,0.6,132,100,31.8,22.9,31.2,11975,,
ACC25972,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12428,,
ACC25973,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12428,,
ACC25974,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12428,,
ACC25975,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12428,,
ACC25976,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12610,,
ACC25977,29.3,25.2,0.6,132,100,31.8,22.9,31.2,11975,,
ACC25978,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12428,,
ACC25979,29.3,25.2,0.6,132,100,31.8,22.9,31.2,12066,,
ACC30078,36.6,25.2,0.6,159,100,38.5,20.4,33.4,15150,,
ACC33038,22.7,22.9,0.8,95,100,33.4,20.1,26.7,9616,,
ACC35072,29.3,25.2,2.3,680,10,30.5,26.1,14.7,6804,,
ACC35073,29.3,25.2,2.3,653,10,30.5,26.1,14.7,6532,,
ACC35079,29.3,25.2,2.3,653,10,30.5,26.1,14.7,6532,,
ACC38602,29,24,2.4,227,20,29.9,26.1,30.5,3084,,
ACC38603,29,24,2.4,227,20,29.9,26.1,30.5,3629,,
ACC38609,29,24,2.4,227,20,29.9,26.1,30.5,3629,,
ACC38610,29.1,24.5,3.7,227,20,43.2,26.7,30.5,4173,,
ACC38611,29.1,24.5,3.7,227,20,43.2,26.7,30.5,4536,,
ACC38612,29.1,24.5,3.7,227,20,43.2,26.7,30.5,3992,,
ACC38613,29.1,24.5,3.7,227,20,43.2,26.7,30.5,3992,,
ACC38616,29.1,24.5,3.7,227,20,43.2,26.7,30.5,3992,,
ACC38619,29.1,24.5,3.7,227,20,43.2,26.7,30.5,3992,,
ACC40025,29.3,24.2,1.6,68,40,31.5,25.4,13.8,3833,,
ACC40510,26.7,28,2.8,136,16,30.5,30,17.1,2359,,
ACC40586,30.5,25.4,4.1,181,12,26.5,30.5,25.2,2359,,
ACC40716,29.3,27.5,5.1,204,12,30.8,29.8,22.4,2427,,
ACC40766,28.8,26.7,4.9,227,12,26.7,30.5,29.5,2744,,
ACC42521,29.9,24.3,1.7,181,25,28,26.1,32.4,3629,,
ACC42522,29.9,24.3,1.7,181,25,28,26.1,32.4,3629,,
ACC42523,29.9,24.3,1.7,181,25,28,26.1,32.4,3629,,
ACC47078,46.5,29.3,1.1,236,50,49.9,20.4,31.8,11068,,
ACC50001,97.8,61.6,6.4,13912,1,97.8,61.6,6.4,13912,,
ACC50104,24.2,0.3,0.3,91,5,24.7,11,3.9,454,,
ACC50120,16.3,6.1,2.1,45,0,0,0,0,0,,
ACC50126,2.6,2.6,2.6,109,50,47,38.1,11.5,6804,,
ACC50129,2.6,2.6,2.6,95,50,40.2,38.7,12.7,5126,,
ACC53072,39.4,30.2,0.7,290,10,41.3,38.1,7.7,3084,,
ACC53073,38.9,30.2,0.7,290,10,41.3,38.1,7.7,2994,,
ACC53074,38.9,30.2,0.7,290,10,41.3,38.1,7.7,3084,,
ACC53075,38.9,30,0.7,290,10,41.3,38.1,7.7,3084,,
ACC53079,38.9,30.2,0.7,290,10,41.3,38.1,7.7,3084,,
ACC53112,30.3,25.1,0.7,209,10,37.5,26.4,7.7,2105,,
ACC54032,30.9,23.9,0.7,222,25,33.4,30.5,15.3,5262,,
ACC54042,38.8,23.9,0.7,290,25,40.1,30.5,15.3,6350,,
ACC54043,38.8,23.9,0.7,290,25,40.1,30.5,15.3,6441,,
ACC54049,38.8,23.9,0.7,290,25,40.1,30.5,15.3,6577,,
ACC54052,30.2,22.6,0.7,191,25,38.8,23.9,14.4,4763,,
ACC54071,38.8,30.2,0.7,290,25,41.7,36.9,15,7257,,
ACC54072,38.8,30.2,0.7,290,25,41.7,36.9,15,7348,,
ACC54073,38.8,30.2,0.7,290,25,41.7,36.9,15,7257,,
ACC54074,38.8,30.2,0.7,290,25,41.7,36.9,15,7530,,
ACC54075,38.8,30.2,0.7,290,25,41.7,36.9,15,7257,,
ACC54076,38.8,30.2,0.7,290,25,41.7,36.9,15,7257,,
ACC54078,38.8,30.2,0.7,290,25,41.7,36.9,15,7530,,
ACC54079,38.8,30.2,0.7,290,25,41.7,36.9,15,7257,,
ACC54112,30.2,25.1,0.7,191,25,36.6,28,15,4990,,
ACC54113,30.2,25.1,0.7,191,25,36.6,28,15,4990,,
ACC54114,30.2,25.1,0.7,191,25,36.6,28,15,4990,,
ACC54115,30.2,25.1,0.7,191,25,36.6,28,15,5171,,
