SkuID,UnitLength,UnitWidth,UnitHeight,UnitWeight,CaseQuantity,CaseLength,CaseWidth,CaseHeight,CaseWeight,,
LTHLTT,39.4,29.3,24.2,6632,1,39.4,29.3,24.2,6632,,
LTHMSBADGE,8.7,5.6,2.1,91,0,0,0,0,0,,
LTHPC100-KIT,25.7,20.6,12.2,1837,1,25.7,20.6,12.2,1837,,
LTHVIS6008,9.7,6.1,2.8,45,6,20.6,14,19.4,227,,
LTHVIS6009,14,5.8,3.9,113,6,0,0,0,0,,
LXLL012MB,62.3,37.4,26,3674,1,62.3,37.4,26,3674,,
LXLL210CH,17.1,25.4,24.2,3175,6,36.9,27.2,50.1,19051,,
LXLL281MB,52.1,19.4,22.9,2722,6,60.8,47.5,53.6,13608,,
LXLL283MB,40.7,16.6,10.2,2359,6,35.6,42,30.5,18597,,
LXLL365MB,48.8,23.4,19.4,1656,1,48.8,23.4,19.4,1656,,
LXLL367MB,47.3,21.4,17.8,1610,1,47.3,21.4,17.8,1610,,
LXLL421MB,45,21.6,12,1270,0,0,0,0,0,,
LXLL423MB,34.8,19.4,16.6,3674,6,37.6,40.4,52.1,25492,,
LXLL423WT,34.3,20.1,16.6,4536,6,52.9,40.2,35.6,20412,,
LXLL445BK,61,20.9,28.5,4536,4,64.8,44.8,39.9,9072,,
LXLL445WT,79.3,33.6,12.5,6804,4,81.3,26,42.5,22680,,
LXLL460BL,57.7,22.4,9.7,3765,1,57.7,22.4,9.7,3765,,
LXLL462BK,54.9,13.8,11.7,1814,6,0,0,0,0,,
LXLL502BK,42.7,22.4,11,1406,6,45.8,44.5,30.5,8437,,
LXLL502WT,43.2,20.6,9.2,2722,6,44.8,30.5,43.7,7983,,
LXLL512MB,77.5,29.8,15,4309,1,77.5,29.8,15,4309,,
LXLL516MB,32.6,20.6,11.5,1565,6,43.2,36.1,34.8,10501,,
LXLL557BL,29.3,21.6,39.4,1814,4,62.3,40.9,44.5,7257,,
LXLL557BR,39.7,29.5,21.4,2223,4,60.5,45,42.5,11158,,
LXLL562CH,34.3,22.9,46.5,3629,1,34.3,22.9,46.5,3629,,
LXLL563MB,55.9,23.2,21.6,3629,1,55.9,23.2,21.6,3629,,
LXLL567BR,40.4,40.4,40.4,3946,1,40.4,40.4,40.4,3946,,
LXLL570BR,40.7,40.2,30.3,1597,1,40.7,40.2,30.3,1597,,
LXLL658FR,39.7,30,21.4,2858,4,61,44.5,41.7,12927,,
LXLL712MB,87.7,29.5,12.7,3039,1,87.7,29.5,12.7,3039,,
LXLL745BK,79.3,33.6,12.5,6804,4,81.3,26,42.5,22680,,
LXLL745WT,79,33.7,11.7,6804,4,80.6,24.7,42.5,29030,,
MAC42296,33.1,13.1,12.7,3447,1,33.1,13.1,12.7,3447,,
MAC42449,33.1,30.5,8.3,6350,1,33.1,30.5,8.3,6350,,
MAC77950,27.7,21.6,0.8,476,5,33.1,25.4,5.1,2268,,
MAC77952,27.7,21.6,0.8,476,5,33.1,25.4,5.1,2268,,
MACFF-L1,18.2,10.8,1.3,86,18,25.8,19.4,12.7,1796,,
MACFF-L2,18.2,10.8,1.3,86,18,25.8,19.4,12.7,1796,,
MACFF-L3,18.2,10.8,1.3,86,18,25.8,19.4,12.7,1796,,
MACFF-L5,18.2,10.8,1.3,86,18,25.8,19.4,12.7,1796,,
MACFF-L6,18.2,10.8,1.3,86,18,25.8,19.4,12.7,1796,,
MACFFL-A1,18.2,10.8,1.3,86,18,25.8,19.4,12.7,1796,,
MACIJ-0125,29.3,22.9,1.5,454,5,30.5,23.9,8.9,2268,,
MACIJ-0625,29.3,22.9,1.5,454,5,30.5,23.9,8.9,2268,,
MACIJ-1025,29.3,22.9,1.5,454,5,30.5,23.9,8.9,2268,,
MACIJ-1425,29.3,22.9,1.5,454,5,30.5,23.9,8.9,2268,,
MACIJ-2025,29.3,22.9,1.5,454,5,30.5,23.9,8.9,2268,,
MACIJ-3025,29.3,22.9,1.5,454,5,30.5,23.9,8.9,2268,,
MACIJ-8025,29.3,22.9,1.5,454,5,30.5,23.9,8.9,2268,,
MACM-5351,29.3,22.9,2,1234,5,30.5,24.2,11.2,5806,,
MACM-5352,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACM-5353,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACM-5360,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACML-0100,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACML-0600,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACML-1000,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACML-1000B,30.5,22.9,5.5,2903,2,32.1,24.2,12.4,5806,,
MACML-1400,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACML-1400B,30.5,22.9,5.5,2903,2,32.1,24.2,12.4,5806,,
MACML2000,29.3,22.9,2,1234,5,30.5,24.2,11.2,5806,,
MACML3000,29.3,22.9,2,1234,5,30.5,24.2,11.2,6169,,
MACMR1212-1,18.2,10.8,1.3,86,18,25.8,19.4,12.7,1878,,
MACMR121210,18.5,11,8.3,227,18,25.4,20.6,13.4,3629,,
MACMR12126,18.3,11,1.1,68,18,26.1,20.4,12.7,3629,,
MACMR404-11,9.3,7.4,1.3,18,36,25.1,16.6,12.1,653,,
MACMR404-15,9.3,7.4,1.3,18,36,25.1,16.6,12.1,653,,
MACMR404-16,9.3,7.4,1.3,18,36,25.1,16.6,12.1,653,,
MACMR404-3,9.3,7.4,1.3,18,36,25.1,16.6,12.1,653,,
MACMR404-4,9.3,7.4,1.3,18,36,25.1,16.6,12.1,653,,
MACMR404-5,9.3,7.4,1.3,18,36,25.1,16.6,12.1,653,,
MACMR404-8,9.3,7.4,1.3,18,36,25.1,16.6,12.1,653,,
MACMR404-A1,18.2,10.8,1.3,23,18,25.8,19.4,12.7,572,,
MACMS-1648,18.2,10.8,1.3,118,18,25.8,19.4,12.7,2204,,
MACMS-2448,18.2,10.8,1.3,109,18,25.8,19.4,12.7,2204,,
MACMS6424,18.2,10.8,1.3,132,18,25.8,19.4,12.7,2694,,
MACMT-909,10.2,7.7,2,14,36,25.1,16.3,15,816,,
MACRL-6020,29.3,22.9,2,472,5,30.5,24.2,11.2,2359,,
MAS00200,18.3,10,2.3,181,6,20.9,11.7,14.3,544,,
MAS00201,17.8,10,2.6,45,6,21.1,12.7,14.8,286,,
MAS00202,17.8,10,2.6,45,6,20.9,12.2,14.8,286,,
MAS00203,17.8,10,2.6,45,6,21.1,12.2,14.8,286,,
MAS00204,17.8,10,2.6,45,6,20.9,12,14.8,281,,
MAS00205,122,8.9,6.4,113,6,129.6,21.6,11.5,748,,
MAS00207,122,8.9,6.4,113,6,129.6,21.6,11.5,748,,
MAS00208,123.2,9.2,6.4,726,6,129.6,21.6,11.5,4082,,
MAS00209,15,7.2,2.3,45,6,20.1,12.7,12,272,,
MAS00900,19.7,12.5,3.9,113,12,24.4,20.9,14,1361,,
MAS00920,19.9,12.2,3.4,23,12,24.7,21.4,14.3,771,,
MAS00941,17.3,10.2,0.3,68,12,24.2,20.4,14,1161,,
MAS00964,14.8,4.6,1.1,23,6,23.9,20.9,17.6,363,,
MAS00965,21.1,13.3,5.1,91,6,24.2,20.4,16.6,1447,,
MAS00966,22.4,14.8,1.1,59,6,23.9,20.9,17.8,363,,
MAS00967,17.3,9.7,1.3,340,6,23.7,22.1,16.8,1066,,
MAS64234,16.1,14.5,6.7,318,1,16.1,14.5,6.7,318,,
MAS64235,17.6,14.5,8.2,363,1,17.6,14.5,8.2,363,,
MAS64334,17.6,14.8,7.9,386,1,17.6,14.8,7.9,386,,
MAS64335,17.8,14.3,7.7,386,1,17.8,14.3,7.7,386,,
MAS65534,18.6,14.5,7.7,363,1,18.6,14.5,7.7,363,,
MAS65535,18.1,14.5,8.4,386,1,18.1,14.5,8.4,386,,
MAS80061,23.2,21.4,2.1,476,12,23.9,22.1,17.1,1202,,
MAS87002,11.7,6.1,1.1,159,12,23.4,15.5,7.2,431,,
MAS87003,12.7,6.9,1.8,45,12,23.4,15.5,17.3,975,,
MAS87005,11.7,5.4,2.3,23,12,23.7,13.8,14.5,680,,
MAS87007,12.7,12.7,1,907,1,12.7,12.7,1,907,,
MAS88493,12.7,6.7,0.6,45,12,17.3,21.1,16.6,431,,
MAS88496,13,7.7,0.8,45,12,21.1,20.9,11.7,499,,
MAS88499,15.5,12.7,1.6,23,12,23.4,22.1,17.3,1157,,
MAS88600,19.7,12.5,0.3,45,12,21,10,15.3,454,,
MAS91011,45.5,41.2,8.4,726,6,48.3,44.5,44.5,5030,,
MAS91041,45.5,43.2,8.2,318,6,48.3,44.5,44.5,5030,,
MAS92011,31.3,15,6.7,227,6,34.3,36.9,19.7,1901,,
MAS92041,32.8,21.4,6.1,186,6,34.3,20.1,37.4,1134,,
MASD472CSZN,15.8,9.7,5.6,499,0,0,0,0,0,,
MASD472KSZN,15.5,11,6.1,680,0,0,0,0,0,,
MASFW236BH-MB-5,17.8,14.3,7.7,454,1,17.8,14.3,7.7,454,,
MASFW236BS-MB-5,17.3,14.3,8.4,703,1,17.3,14.3,8.4,703,,
MASFW236KH-MB-5,17.3,14.3,8.4,748,1,17.3,14.3,8.4,748,,
MASFW236KS-MB-5,17.3,14.3,8.4,726,1,17.3,14.3,8.4,726,,
MASPW20BHFH-MB5,17.6,14.5,7.9,295,1,17.6,14.5,7.9,295,,
MASPW20BS-FH-MB,16.1,14.3,7.2,454,1,16.1,14.3,7.2,454,,
MASPW20BSFH-MB5,17.3,14.3,8.4,748,1,17.3,14.3,8.4,748,,
MASPW20KHFH-MB5,17.3,14.3,8.4,748,1,17.3,14.3,8.4,748,,
MASPW20KS-FH-MB,16.1,14.3,7.2,454,1,16.1,14.3,7.2,454,,
MASPW20KSFH-MB5,17.3,14.3,8.4,748,1,17.3,14.3,8.4,748,,
MASSB20BS-BC,16.3,14.3,6.1,590,1,16.3,14.3,6.1,590,,
MASSB20CS-BC,16.1,14.3,7.2,454,1,16.1,14.3,7.2,454,,
MASSB20WS-BB,16.1,14.3,7.2,454,0,0,0,0,0,,
MAT1325B,30,19.9,8.7,2336,6,39.4,30.8,27,14515,,
MAT21202,31.5,31.3,6.4,1338,1,31.5,31.3,6.4,1338,,
MAT21318,47,35.1,17.1,6010,1,47,35.1,17.1,6010,,
MAT21885,42,69.9,14,4309,1,42,69.9,14,4309,,
MAT22014,68.9,42.7,11,7303,1,68.9,42.7,11,7303,,
MAT22030,92.8,43.2,12.7,7711,1,92.8,43.2,12.7,7711,,
MAT22310,60.5,26.7,11.5,2767,1,60.5,26.7,11.5,2767,,
MAT24070,45.3,45.3,37.6,9798,1,45.3,45.3,37.6,9798,,
MAT26143,28,26.7,13.5,3175,1,28,26.7,13.5,3175,,
MAT26155,43.2,30.5,17.8,3175,0,0,0,0,0,,
MAT26158,66.1,30.5,21.6,9072,0,0,0,0,0,,
MAT3020B,37.1,13.8,8.4,1315,6,40.4,30.8,26.5,8845,,
MAT32030,90.2,43.2,12.7,5443,1,90.2,43.2,12.7,5443,,
MAT3275B,16.6,15.5,7.9,1021,12,46.5,30,18.1,14061,,
MAT42020,77.5,45.8,4.5,2722,1,77.5,45.8,4.5,2722,,
MAT5016,41.5,29.8,10.2,1950,1,41.5,29.8,10.2,1950,,
MAT5325B,30,19.6,8.9,1928,0,0,0,0,0,,
MAT5335B,29.8,19.1,8.9,2268,12,52.1,31.2,40.7,28123,,
MAT66RS-3G,28.8,27.2,5.9,2449,6,35.6,29.3,31.2,18144,,
MAT906-G,26.7,29.5,4.6,1928,1,26.7,29.5,4.6,1928,,
MAT912-G,43.5,30.5,4.4,2767,6,44.5,31.8,27.2,16601,,
MAT912RS3G,45,30.3,7.2,4359,4,45.8,30.5,31.8,17980,,
MAT918-G,62.5,30.3,4.1,3787,1,62.5,30.3,4.1,3787,,
MAT966RS-3G,29.8,27.2,6.1,2790,6,36.9,28,30.5,18144,,
MATB5-175M,27.5,22.9,0.6,68,0,0,0,0,0,,
MATB6-125M,28,24.2,0.6,91,12,29.3,26.7,4.4,1361,,
MATDP20,13.3,27.5,6.4,1179,6,47.5,28,16.6,7257,,
MATDRS3,24.2,5.6,3.6,113,18,38.4,28,20.1,8165,,
MATEP210,15.6,11.5,16.9,454,1,15.6,11.5,16.9,454,,
MATKA130,62.3,28,18.5,4536,1,62.3,28,18.5,4536,,
MATKA140,63.5,27.4,19.1,7711,1,63.5,27.4,19.1,7711,,
MATKA150,54.2,34.3,18.8,11249,1,54.2,34.3,18.8,11249,,
MATKA250,63.5,33.8,24.7,12905,1,63.5,33.8,24.7,12905,,
MATKA350,63.5,32.3,23.2,8346,1,63.5,32.3,23.2,8346,,
MATMA140,11.5,10.5,10.8,907,0,0,0,0,0,,
MATMA240,45,15.3,14.3,4536,0,0,0,0,0,,
MATMA250,42,15.5,10.8,4536,0,0,0,0,0,,
MATML10,35.6,25.4,8.2,907,6,52.1,26.7,36.9,6804,,
MATML20,35.6,24.9,12,1814,6,52.1,38.1,35.6,13608,,
MATML30,36.9,33.1,15.3,3175,6,62.3,34.3,38.1,13608,,
MATMP100,26.2,26.7,12.5,3266,1,26.2,26.7,12.5,3266,,
MATMP100SET,3.9,5.1,5.1,45,0,0,0,0,0,,
MATMP250,16.6,12.7,8.7,658,12,39.2,34.8,18.8,9866,,
MATMP3,28.2,16.1,7.2,1225,12,43.7,29.8,33.1,16352,,
MATMP40,28.5,16.1,6.9,1361,6,44,29.5,17.8,8165,,
MATMP50,28.2,16.3,8.2,1361,12,45.5,29.3,33.6,18076,,
MATMPS3,23.2,2.8,2.1,145,12,27,13.3,7.2,1746,,
MATMVR24,34.6,25.7,14.3,3289,6,52.1,36.4,44.5,20412,,
MATMVRF12,32.3,36.9,5.4,680,0,0,0,0,0,,
MATMVW12,36.9,33.3,5.6,1089,6,33.1,34.8,39.2,7938,,
MATRS3,13.3,3.1,0.6,45,72,40.7,30.5,20.1,7484,,
MAVDC-10M,21.6,0.3,0.3,91,0,0,0,0,0,,
MAVDC-20M,28,21.6,0.3,45,0,0,0,0,0,,
MAVEBK-2436,99.6,66.1,3.4,18144,1,99.6,66.1,3.4,18144,,
MAVEBK-3648,132.1,95.3,2.8,8165,1,132.1,95.3,2.8,8165,,
MAVEBK-4872,188,134.7,2.6,11340,1,188,134.7,2.6,11340,,
MAVFH-13,22.9,10.2,0.3,45,0,0,0,0,0,,
MAVFH-17,22.9,11,0.3,45,0,0,0,0,0,,
MAVFH-23,24.2,6.4,0.3,454,0,0,0,0,0,,
MAVFH-27,24.2,5.9,0.3,454,0,0,0,0,0,,
MAVFH-33,24.2,13.5,0.3,91,0,0,0,0,0,,
MAVFH-37,24.2,12.7,0.6,45,0,0,0,0,0,,
MAVFI-121,11.5,8.9,0.3,45,0,0,0,0,0,,
MAVFI-123,11.5,10.2,0.3,45,0,0,0,0,0,,
MAVFI-125,12.7,10.2,0.3,45,0,0,0,0,0,,
MAVFI-126,22.9,10.2,0.3,45,0,0,0,0,0,,
MAVFI-127,17.8,10.2,0.3,45,0,0,0,0,0,,
MAVHEM-12,15.3,5.4,0.6,91,0,0,0,0,0,,
MAVMCH-1220P,15.3,2.6,2.6,136,60,33.1,22.9,15.3,11748,,
MAVMCH-12560P,15.3,2.6,2.6,136,0,0,0,0,0,,
MAVMCH-1260P,15.3,3.1,2.6,227,0,0,0,0,0,,
MAVMR50-161P,21.6,24.2,2.6,1361,0,0,0,0,0,,
MAVMR50-241P,29.9,29.5,13.8,5443,1,29.9,29.5,13.8,5443,,
MAVMR50-81P,23.5,20.6,0.3,2268,0,0,0,0,0,,
MAVNMW-2436G,102.9,73.7,3.1,4536,1,102.9,73.7,3.1,4536,,
MAVNMW-3648G,127,96.6,2.6,10433,1,127,96.6,2.6,10433,,
MAVNMW-4872G,129.6,188,2.6,6804,1,129.6,188,2.6,6804,,
MAVOB2436-B,104.2,73.7,4.4,5443,1,104.2,73.7,4.4,5443,,
MAVP-220-7,8.9,8.9,1.6,136,0,0,0,0,0,,
MAVP-220P,21.6,22.9,2.6,1361,0,0,0,0,0,,
MAVP-240-4,7.7,7.7,2.6,181,0,0,0,0,0,,
MAVP-240P,23.4,21.6,3.1,2268,0,0,0,0,0,,
MAVPFA-21,24.2,17.1,0.3,227,0,0,0,0,0,,
MAVPFA-23,17.8,16.6,0.3,45,0,0,0,0,0,,
MAVPFN-21,21.1,12.7,0.3,45,24,25.4,20.4,3.2,1814,,
MAVPFN-23,20.9,12.7,0.3,45,0,0,0,0,0,,
MAVPMR-721,17.8,10.8,0.6,91,0,0,0,0,0,,
MAVPMR-723,11.5,10.2,0.6,91,0,0,0,0,0,,
MAVPMR-725,11.5,10.2,0.6,91,0,0,0,0,0,,
MAVPMR-761,15.3,11.5,1.3,454,0,0,0,0,0,,
MAVPMR-763,16.6,17.8,0.7,454,0,0,0,0,0,,
MAVPMR-765,15.3,11.5,1.3,454,0,0,0,0,0,,
MAX183270,11,11.2,3.1,249,7,29.5,13,15.3,2132,,
MAX183570,11,11.2,3.1,249,7,26.5,13,15.3,2132,,
MAX183700,11.2,11.2,3.4,272,0,0,0,0,0,,
MAX183710,11.5,11,3.1,318,0,0,0,0,0,,
MAX183770,11.2,11.2,3.6,68,0,0,0,0,0,,
MAX190400,7.7,15.9,26.1,240,6,17.2,42,25.4,1411,,
MAX214048,19.1,10.7,7.9,635,10,39.7,22.7,20.9,6713,,
MAX214049,19.1,10.5,10.5,862,10,53.6,22.4,20.9,9117,,
MAX556437,9.4,9.4,3.9,159,10,19.9,21.1,11.7,1814,,
MAX634012,14.3,12.5,0.3,91,0,0,0,0,0,,
MAX634030,14,12.7,0.6,227,0,0,0,0,0,,
MAX635041,14,12.5,1.1,113,0,0,0,0,0,,
MAX635126,14.5,12.7,0.8,45,5,14.5,12.7,5.9,227,,
MAX635129,15,15,9.6,907,4,28.6,28.6,11.5,3946,,
MAX648200,15.5,14.3,13.3,2177,4,39.4,36.1,24.2,11521,,
MAX648210,14.3,12.7,5.1,318,0,0,0,0,0,,
MAX648225,15.3,13.5,4.6,635,5,40.7,30.3,8.2,3651,,
MAX648226,13.5,13.5,4.4,476,5,41.5,30.3,10,3583,,
MAX648250,12.7,12.7,9.3,907,8,58.5,29.9,13.4,4536,,
MAX648251,13.5,13.5,5.9,1043,4,29.3,29,11.5,4536,,
MAX648405,14,12.7,5.1,454,5,27.2,16.1,15.3,2268,,
MAXCD-360,14.5,12.7,12.5,794,6,38.4,16.6,28.2,5987,,
MAXCD-R700,14.3,12.7,0.6,23,100,30.5,28.8,15.3,2268,,
MAXCD-RP700,14.3,13,0.8,45,100,0,0,0,0,,
MAXCDRP700-100,13.5,13.5,16.3,2245,4,36.6,37.4,22.4,10864,,
MAXCDRPW700-100,10.2,10.2,7.7,136,48,49.8,44,23.4,10977,,
MAXCOM-120,10.7,6.9,1.8,45,100,38.4,24.4,18.6,7507,,
MAXCOM-60,11,6.9,1.8,45,100,39.2,24.4,18.6,7552,,
MAXCOM-90,10.7,6.9,1.8,45,100,38.4,24.4,18.6,7507,,
MAXDVD-RAM4.7,12.7,13.8,1.3,68,0,0,0,0,0,,
MAXDVD-RAM9.4,12.7,13.8,1.3,64,0,0,0,0,0,,
MAXDVD-RW47GB2X,14,12.7,0.7,45,0,0,0,0,0,,
MAXGX-MP6-120,10.5,6.7,2.1,54,0,0,0,0,0,,
MAXHG-T120,19.4,10.5,2.8,204,50,55.9,28.5,21.6,11975,,
MAXHG-T160,19.1,10.5,2.8,168,50,0,0,0,0,,
MAXHGXT-120PLUS,19.1,10.5,2.6,181,10,27.7,20.1,11.2,2313,,
MAXHGXT-160PLUS,19.1,10.5,2.6,136,50,56.2,28.2,21.4,12837,,
MAXHS-4/120S,8.2,5.9,1.6,23,0,0,0,0,0,,
MAXHS-4/125,7.9,5.9,1.6,23,50,32.3,17.3,10.7,2517,,
MAXHS-4/150S,8.2,5.9,1.6,23,0,0,0,0,0,,
MAXHS-4/90S,7.9,5.9,1.6,23,50,32.3,17.3,10.7,2495,,
MAXHS4/CL,7.9,5.9,1.6,36,0,0,0,0,0,,
MAXIS-30,11,6.9,1.8,45,100,38.7,25.7,19.6,7235,,
MAXIS-60,11,7.2,1.8,45,100,38.4,24.4,18.6,7507,,
MAXLTO-ULTRIUM1,11.5,11,2.8,272,20,33.1,28,15.3,5443,,
MAXMA-M230,9.7,9.7,1.1,23,0,0,0,0,0,,
MAXMC-60UR3PK,11.2,6.1,1.3,45,100,72.4,36.6,10.5,6486,,
MAXMF2-HD-FRMTD,10,10,5.1,136,10,26.7,20.9,12.5,2155,,
MAXP/I-T120PLUS,19.1,10.5,2.6,272,50,55.9,28,21.6,18144,,
MAXP/I-T160PLUS,19.1,10.2,2.6,272,50,55.9,28,21.6,20412,,
MAXP/I-T30PLUS,19.1,10.5,2.8,109,0,0,0,0,0,,
MAXSTD-T120,19.1,10.5,2.8,136,50,58.2,28.2,22.1,11861,,
MAXSUPER-VHS120,19.1,10.5,2.8,204,10,28,20.4,11.5,2041,,
MAXT-120BQ,20.4,12,2.8,454,10,31.8,21.6,15.3,3629,,
MAXUR-120,11,6.9,1.8,45,100,38.4,18.8,24.4,7893,,
MAXUR-60,11,6.9,1.8,45,100,38.4,23.7,18.6,4536,,
MAXUR-90,11,6.9,1.8,45,100,37.4,18.3,23.4,6872,,
MAXXLII-90,11,6.9,1.8,23,100,38.4,18.8,24.7,7893,,
MCG10521,27.2,11.2,7.2,331,6,44.5,30,17.3,2581,,
MCG10604,48.8,32.6,10.5,1746,4,40.9,34.3,50.8,8505,,
MCG16000,17.8,5.9,2.6,118,0,0,0,0,0,,
MCG303,19.1,10.2,2.6,227,0,0,0,0,0,,
MCG401CR,15.5,5.1,2.1,41,0,0,0,0,0,,
MCG403CR,15.8,5.6,1.8,82,0,0,0,0,0,,
MCG52100,16.6,7.7,2,154,72,44.5,28,37.4,12247,,
MCG52200,16.6,7.7,2,181,72,44.5,28,37.4,12247,,
MCG52300,16.6,7.7,2,181,72,44.5,28,37.4,12247,,
MCG580,36.9,33.6,27,10342,2,67.4,40.7,29.5,20412,,
MCG581-R,13.3,8.4,3.6,14,0,0,0,0,0,,
MCG582,13.5,8.4,3.6,23,0,0,0,0,0,,
MCGNO.1,17.3,10,6.9,318,12,34.3,21.6,21.4,4536,,
MCNCPQ04USB,15,7,25.4,318,24,35.6,64.2,30.5,9775,,
MCNCPQ125KB,47,21.1,18,640,12,48.3,22.1,36.9,11499,,
MCNCPQ200ID,20.7,7.4,26.1,340,24,44.8,55.9,50.8,10932,,
MCNCPQ220MM,29,12.1,25.1,1338,8,51.5,30.5,52.1,11612,,
MCNCPQ300ID,21.3,7.7,26.7,318,24,54,47.7,48.9,11612,,
MCNCPQ400ID,20.7,7.7,26.1,499,24,44.5,56.3,50.8,15105,,
MCNCPQ600ID,21.3,12.4,27.7,839,12,39.1,59.7,48.3,12564,,
MCNCPQ800ID,15.3,3.9,25.1,181,24,52.8,29.9,36.9,6328,,
MCNCPQUSBCB,24.2,15.3,8.9,454,24,57.2,38.8,35,10727,,
MCNIC150,22.9,23.4,8.9,454,16,0,0,0,0,,
MCNIC200C,23.9,22.9,8.9,454,16,0,0,0,0,,
MCNIC620DM,14.5,22.1,7.7,227,0,0,0,0,0,,
MCNKB400I,48.6,20.6,4.9,3175,10,0,0,0,0,,
MCNKB700I,53.6,28,5.4,1814,0,0,0,0,0,,
MCNKB720W,50.1,30.8,6.9,2654,5,51.9,34.6,34.1,14810,,
MCNKB730X,52.1,23.7,5.1,1134,0,0,0,0,0,,
MCNKB750F,50.1,20.4,2.6,612,12,54.7,47,30,6999,,
MCNKB975W,50.1,28.8,6.4,2268,3,50.8,30.5,21.1,6804,,
MCNKB98T,54.2,25.4,8.2,2563,2,57.2,26.2,17.8,5625,,
MCNKP25B,25.4,15.3,5.1,272,24,0,0,0,0,,
MCNKP27B,24.7,15,5.1,181,24,0,0,0,0,,
MCNM650D,35.6,21.9,35.4,7552,3,67.4,36.9,36.9,24040,,
MCNMM600D,21.9,13.3,16.8,839,16,55.7,45.5,36.1,15966,,
MCNMM630D,29.5,25.4,12.5,1565,8,51.1,31.3,52.4,15717,,
MCNPD250P,15.3,25.4,5.1,45,0,0,0,0,0,,
MCNPD370W,26.2,21.4,8.2,567,24,53.4,45.4,57.6,14483,,
MCNPD450P,24.2,19.9,6.1,227,24,80.7,27.4,45.1,8074,,
MCNPD560P,26,21.4,7.7,454,24,53.4,45.4,57.6,12202,,
MCNPD710,26,21.4,7.4,544,0,0,0,0,0,,
MCNPD800P,22.4,11.2,3.4,181,24,0,0,0,0,,
MCNPD910P,24.9,15.3,4.4,454,3,25.7,14,16.6,1361,,
MCNTHS130P,22.9,11.5,4.1,181,24,0,0,0,0,,
MCNTHS150HP,22.9,11.5,3.9,181,24,0,0,0,0,,
MCNTHS177P,23.2,11.5,3.9,181,24,0,0,0,0,,
MCNTKB680PK,31.3,26.2,3.5,771,24,0,0,0,0,,
MCNTKB700U,31.3,26,5.1,816,24,0,0,0,0,,
MCNUSB333K,30.5,23.7,4.4,454,24,49.9,31.8,29.3,9707,,
MCNUSB525C,24.9,14,4.6,318,24,55.9,38.1,38.1,12002,,
MCNUSB535C,15.3,5.9,25.7,204,24,38.1,36.1,38.1,5502,,
MCNUSB545C,25.4,15.3,7.7,454,24,55.9,30,38.1,9498,,
MCNUSB600A,25.4,15.3,7.7,454,24,55.9,30,38.1,7498,,
MCNUSB610A,25.7,15.5,5.1,227,24,46,29,38.1,7498,,
MCNUSB620A,16.1,25.4,6.4,454,24,46,29,38.1,4999,,
MCNUSB630A,25.4,15.3,5.9,454,24,46,29,38.1,4586,,
MCNUSB839S,24.7,14,9.2,590,24,57.7,42.4,39,15699,,
MCNUSB841S,24.7,19.4,7.7,726,24,48.1,42.4,39.7,19269,,
MCNUSB842S,24.2,10.2,19.1,3175,12,51.1,46,24.1,21831,,
MCNUSB843S,28,10.2,25.4,4536,6,39.9,27,30.5,15082,,
MCNUSB846S,25.4,16.1,26.7,454,6,29.3,29.3,20.4,3629,,
MCNUSB847S,25.4,17.1,5.1,680,24,56.5,30.5,46,8428,,
MCNUSB930D,22.9,7.9,26,454,12,55.9,33.1,28,7498,,
MCNUSB940D,25.4,22.9,8.9,907,12,55.9,33.1,28,7498,,
MDH28200,0,0,0,0,1,0,0,0,0,,
MDH28300,61.8,30.3,16.3,9480,1,61.8,30.3,16.3,9480,,
MDH28828,71.7,33.1,16.1,6509,1,71.7,33.1,16.1,6509,,
MDH28866,83.9,43.2,11.7,7711,1,83.9,43.2,11.7,7711,,
MDH28962,66.6,36.9,16.6,13608,1,66.6,36.9,16.6,13608,,
MDH76554,73.5,48.3,7.2,4173,1,73.5,48.3,7.2,4173,,
MDH76555,73.7,48.6,7.2,4105,1,73.7,48.6,7.2,4105,,
MDH76560,60.2,42.5,8.7,4082,4,61.5,33.7,30.8,16329,,
MDH76800,66.9,48.6,12.5,4808,1,66.9,48.6,12.5,4808,,
MDH76810,66.9,48.6,13,6260,3,69.9,50.8,38.9,20412,,
MDH76835,79.3,48.3,15.3,9593,1,79.3,48.3,15.3,9593,,
MDH76860,61.8,45,19.6,5148,3,51.1,53.4,73.7,15830,,
MEA05510,26,20.1,1.1,249,24,27.5,22.9,17.3,6441,,
MEA05514,26.2,20.6,1.3,340,24,28,23.7,22.4,8822,,
MEA06062,28,21.6,0.4,680,12,29.6,26,15.3,8165,,
MEA06064,28,21.6,0.7,680,12,29.5,26,14.8,9072,,
MEA06066,28,21.6,0.4,680,12,29.6,26.1,15.3,9072,,
MEA06074,20.4,14.7,1.3,227,12,16.6,15.5,23.2,6804,,
MEA06092,0,0,0,0,0,0,0,0,0,,
